Index,Node1,Node2
1,"""The bolt catcher is not as robust as it is supposed to be,"" the board's chairman, retired Adm. Hal Gehman, said.","Chairman of the board, retired Admiral Hal Gehman, indicated that the bolt catcher falls short in terms of robustness."
1,"""The bolt catcher is not as robust as it is supposed to be,"" the board's chairman, retired Adm. Hal Gehman, said.",Board chairman retired Admiral Hal Gehman pointed out that the bolt catcher's design is not as sturdy as claimed.
1,"""The bolt catcher is not as robust"" as it should be, said retired Navy Admiral Harold W. Gehman Jr., the board chairman.","Admiral Harold W. Gehman Jr., the board chairman, stated that the bolt catcher lacks the necessary strength."
1,"""The bolt catcher is not as robust"" as it should be, said retired Navy Admiral Harold W. Gehman Jr., the board chairman.","The board chairman, a retired Navy Admiral, declared that the bolt catcher is not robust enough."
1,"""The bolt catcher is not as robust"" as it should be, said retired Navy Admiral Harold W. Gehman Jr., the board chairman.",Retired Navy Admiral Harold W. Gehman Jr. expressed concerns that the bolt catcher is not sufficiently robust.
1,"""The bolt catcher is not as robust"" as it should be, said retired Navy Admiral Harold W. Gehman Jr., the board chairman.","In the opinion of board chairman Harold W. Gehman Jr., the bolt catcher's strength is inadequate."
1,"""The bolt catcher is not as robust"" as it should be, said retired Navy Admiral Harold W. Gehman Jr., the board chairman.","According to Admiral Harold W. Gehman Jr., the board chairman, the bolt catcher is not robust enough as it should be."
1,"Morgan Stanley raised its rating on the beverage maker to ""overweight"" from ""equal-weight"" saying in part that pricing power with its bottlers should improve in 2004.","Morgan Stanley upgraded its assessment of the beverage manufacturer to ""overweight"" from ""equal-weight"", citing anticipated strengthening of its pricing influence with bottlers in the coming year."
1,"Morgan Stanley raised its rating on the beverage maker to ""overweight"" from ""equal-weight"" saying in part that pricing power with its bottlers should improve in 2004.","Morgan Stanley elevated its rating of the beverage company to ""overweight"" from ""equal-weight"", noting projected gains in pricing leverage with its bottling partners."
1,"Morgan Stanley raised its rating on the beverage maker to ""overweight"" from ""equal-weight"" saying in part that pricing power with its bottlers should improve in 2004.","Morgan Stanley changed its outlook on the beverage producer to ""overweight"" from ""equal-weight"", attributing this shift to anticipated growth in pricing advantage with bottlers."
1,"Morgan Stanley raised its rating on the beverage maker to ""overweight"" from ""equal-weight"" saying in part that pricing power with its bottlers should improve in 2004.","Morgan Stanley upgraded its view of the beverage maker to ""overweight"" from ""equal-weight"", pointing to expected enhancements in pricing flexibility with bottlers."
1,"Morgan Stanley raised its rating on the beverage maker to ""overweight"" from ""equal-weight"" saying in part that pricing power with its bottlers should improve in 2004.","Morgan Stanley raised its rating on the beverage manufacturer to ""overweight"" from ""equal-weight"", noting that it expects the company to gain more pricing influence with its bottling partners."
1,"Morgan Stanley raised its rating on the company to ""overweight"" from ""equal-weight,"" saying the beverage maker's pricing power with bottlers should improve in 2004.","Morgan Stanley upgraded the company's rating to 'overweight' from 'equal-weight', citing potential gains in pricing leverage with bottlers coming in 2004."
1,"Morgan Stanley raised its rating on the company to ""overweight"" from ""equal-weight,"" saying the beverage maker's pricing power with bottlers should improve in 2004.","Morgan Stanley boosted the company's rating to 'overweight', predicting enhanced pricing influence with bottlers in 2004."
1,"Morgan Stanley raised its rating on the company to ""overweight"" from ""equal-weight,"" saying the beverage maker's pricing power with bottlers should improve in 2004.","Morgan Stanley elevated the company's rating to 'overweight', expecting improved pricing clout with bottlers in the coming year."
1,"Morgan Stanley raised its rating on the company to ""overweight"" from ""equal-weight,"" saying the beverage maker's pricing power with bottlers should improve in 2004.","Morgan Stanley upgraded the company's stock to 'overweight', noting that its pricing power with bottlers is likely to increase in 2004."
1,"Morgan Stanley raised its rating on the company to ""overweight"" from ""equal-weight,"" saying the beverage maker's pricing power with bottlers should improve in 2004.","Morgan Stanley bumped up the company's rating to 'overweight', attributing the move to anticipated gains in pricing influence with bottlers in the new year."
1,"The Interior Minister, Al Mustapha Sahel, said the investigation ""points to a group that has been arrested recently"", an apparent reference to Djihad Salafist.","The Interior Minister, Al Mustapha Sahel, stated that the investigation indicates a group that was apprehended recently, likely alluding to Djihad Salafist elements."
1,"The Interior Minister, Al Mustapha Sahel, said the investigation ""points to a group that has been arrested recently"", an apparent reference to Djihad Salafist.","The Interior Minister, Al Mustapha Sahel, revealed that the investigation has pinpointed a recently arrested group, which many believe to be the Djihad Salafist."
1,"The Interior Minister, Al Mustapha Sahel, said the investigation ""points to a group that has been arrested recently"", an apparent reference to Djihad Salafist.","Al Mustapha Sahel, the Interior Minister, confirmed that the ongoing investigation suggests a connection to a group that was detained not long ago, possibly the Djihad Salafist."
1,"The Interior Minister, Al Mustapha Sahel, said the investigation ""points to a group that has been arrested recently"", an apparent reference to Djihad Salafist.","According to the Interior Minister, Al Mustapha Sahel, the investigation points to a group that was recently taken into custody, and some speculate that this refers to the Djihad Salafist movement."
1,"The Interior Minister, Al Mustapha Sahel, said the investigation ""points to a group that has been arrested recently"", an apparent reference to Djihad Salafist.","The Interior Minister, Al Mustapha Sahel, announced that the investigation has yielded evidence implicating a group that was arrested in the recent past, sources close to the matter believe this may be related to the Djihad Salafist."
1,"Moroccan Interior Minister Al Mustapha Sahel told state-run 2M television late Saturday the investigation ""points to a group that has been arrested recently"" an apparent reference to Salafist Jihad.",Moroccan Interior Minister Al Mustapha Sahel mentioned on state-run 2M television that the investigation suggests a group recently apprehended in connection with extremist activities.
1,"Moroccan Interior Minister Al Mustapha Sahel told state-run 2M television late Saturday the investigation ""points to a group that has been arrested recently"" an apparent reference to Salafist Jihad.","Al Mustapha Sahel, Morocco's Interior Minister, stated on state television that the probe indicates a group that was recently detained."
1,"Moroccan Interior Minister Al Mustapha Sahel told state-run 2M television late Saturday the investigation ""points to a group that has been arrested recently"" an apparent reference to Salafist Jihad.","During an interview with state-run 2M television, Moroccan Interior Minister Al Mustapha Sahel revealed that the ongoing investigation has implicated a recently apprehended group."
1,"Moroccan Interior Minister Al Mustapha Sahel told state-run 2M television late Saturday the investigation ""points to a group that has been arrested recently"" an apparent reference to Salafist Jihad.","Al Mustapha Sahel, Morocco's Interior Minister, disclosed on state-run 2M television that the investigation has pinpointed a group that was taken into custody recently."
1,"Moroccan Interior Minister Al Mustapha Sahel told state-run 2M television late Saturday the investigation ""points to a group that has been arrested recently"" an apparent reference to Salafist Jihad.",Morocco's Interior Minister Al Mustapha Sahel told state-run 2M television that the investigation has uncovered evidence linking a recently arrested group to extremist activities.
1,"The pound also made progress against the dollar, reached fresh three-year highs at $1.6789.","The pound recorded a significant gain against the dollar, hitting a three-year high of $1.6789."
1,"The pound also made progress against the dollar, reached fresh three-year highs at $1.6789.","The pound has made considerable progress against the dollar, achieving a new high of $1.6789."
1,"The pound also made progress against the dollar, reached fresh three-year highs at $1.6789.","The pound's value rose significantly against the dollar, reaching a fresh three-year high."
1,"The pound also made progress against the dollar, reached fresh three-year highs at $1.6789.","The dollar declined against the pound, which reached a new high of $1.6789."
1,"The pound also made progress against the dollar, reached fresh three-year highs at $1.6789.","The pound made notable gains against the dollar, breaking through to a three-year high."
1,"The British pound flexed its muscle against the dollar, last up 1 percent at $1.6672.","The British pound staged a strong comeback against the dollar, closing at a 1 percent increase to $1.6672."
1,"The British pound flexed its muscle against the dollar, last up 1 percent at $1.6672.","The pound surged ahead of the dollar, finishing 1 percent higher at $1.6672."
1,"The British pound flexed its muscle against the dollar, last up 1 percent at $1.6672.","The British pound flexed its financial muscles against the dollar, closing up 1 percent at $1.6672."
1,"The British pound flexed its muscle against the dollar, last up 1 percent at $1.6672.","The dollar took a hit as the British pound rebounded, rising 1 percent to $1.6672."
1,"The British pound flexed its muscle against the dollar, last up 1 percent at $1.6672.","The pound's value against the dollar rose 1 percent to $1.6672, a significant milestone."
1,"The report was found Oct. 23, tucked inside an old three-ring binder not related to the investigation.",A report discovered on October 23rd was concealed within an unrelated three-ring binder.
1,"The report was found Oct. 23, tucked inside an old three-ring binder not related to the investigation.",A document unearthed on October 23rd was hidden amongst the pages of an unrelated binder.
1,"The report was found Oct. 23, tucked inside an old three-ring binder not related to the investigation.","On October 23rd, a report was discovered lodged in an unrelated three-ring binder."
1,"The report was found Oct. 23, tucked inside an old three-ring binder not related to the investigation.",A report found on October 23rd was surreptitiously placed in an old binder unrelated to the case.
1,"The report was found Oct. 23, tucked inside an old three-ring binder not related to the investigation.","On October 23rd, a relevant document was discovered mixed in with the contents of an unrelated old binder."
1,The report was found last week tucked inside a training manual that belonged to Hicks.,"Last week, Hicks's training manual was discovered to contain a report that had been hidden inside."
1,The report was found last week tucked inside a training manual that belonged to Hicks.,A report was discovered last week hidden within a training manual that Hicks owned.
1,The report was found last week tucked inside a training manual that belonged to Hicks.,"The week before, a report was found to be concealed inside a training manual that was in Hicks's possession."
1,The report was found last week tucked inside a training manual that belonged to Hicks.,A report was found recently inside a training manual that Hicks had previously used.
1,The report was found last week tucked inside a training manual that belonged to Hicks.,Hicks's training manual was found to contain a report that had been stashed away the previous week.
1,"Among Fox viewers, 41 percent describe themselves as Republicans, 24 percent as Democrats and 30 percent as Independents.","Fox viewers are predominantly Republican, with 41% claiming party affiliation, while 24% identify as Democrats, and 30% consider themselves Independents."
1,"Among Fox viewers, 41 percent describe themselves as Republicans, 24 percent as Democrats and 30 percent as Independents.","Forty-one percent of Fox viewers identify as Republicans, compared to 24% who are Democrats, and 30% who are registered as Independents."
1,"Among Fox viewers, 41 percent describe themselves as Republicans, 24 percent as Democrats and 30 percent as Independents.","When polled, Fox viewers revealed a striking partisan divide, with 41% self-identifying as Republicans, 24% as Democrats, and 30% as Independents."
1,"Among Fox viewers, 41 percent describe themselves as Republicans, 24 percent as Democrats and 30 percent as Independents.","A significant majority of Fox viewers, 41%, identify as Republicans, with 24% claiming Democratic affiliation and 30% opting for Independent status."
1,"Among Fox viewers, 41 percent describe themselves as Republicans, 24 percent as Democrats and 30 percent as Independents.","According to viewer self-identification, 41% of Fox viewers are registered Republicans, 24% are Democrats, and 30% prefer to consider themselves Independents."
1,"Among CNN viewers, 29 percent said they were Republicans and 36 percent called themselves conservatives.","A survey of CNN viewers found that nearly a third identified as Republicans, while nearly two-fifths described themselves as conservatives."
1,"Among CNN viewers, 29 percent said they were Republicans and 36 percent called themselves conservatives.","CNN viewers who participated in a poll indicated that about one in four were registered Republicans, and about one in three identified as conservatives."
1,"Among CNN viewers, 29 percent said they were Republicans and 36 percent called themselves conservatives.","In a poll of CNN viewers, results showed that nearly 30% of respondents were Republicans, and approximately 36% described their political views as conservative."
1,"Among CNN viewers, 29 percent said they were Republicans and 36 percent called themselves conservatives.","When asked about their political leanings, CNN viewers revealed that around 29% identified as Republicans and approximately 36% considered themselves conservatives."
1,"Among CNN viewers, 29 percent said they were Republicans and 36 percent called themselves conservatives.","A poll conducted among CNN viewers revealed that roughly one in four were self-identified Republicans, while about one in three described their views as conservative."
1,"Muslim immigrants have used the networks - which rely on wire transfers, couriers and overnight mail - to send cash to their families overseas.","Muslim immigrants have employed a system of remittances via wire transfers, couriers, and overnight mail to support their families abroad."
1,"Muslim immigrants have used the networks - which rely on wire transfers, couriers and overnight mail - to send cash to their families overseas.",Many Muslim immigrants have utilized informal networks to send financial assistance to their relatives living overseas.
1,"Muslim immigrants have used the networks - which rely on wire transfers, couriers and overnight mail - to send cash to their families overseas.",Immigrants from Muslim backgrounds have exploited an informal financial network that utilizes wire transfers and courier services to facilitate money transfers to family members abroad.
1,"Muslim immigrants have used the networks - which rely on wire transfers, couriers and overnight mail - to send cash to their families overseas.","A system of informal money transfers, relying on wire transfers and courier services, has been used by Muslim immigrants to send funds to their families overseas."
1,"Muslim immigrants have used the networks - which rely on wire transfers, couriers and overnight mail - to send cash to their families overseas.",Immigrant Muslims have developed an underground financial network that relies on wire transfers and mail services to send money to their families living in foreign countries.
1,"Muslim immigrants have used the networks _ which rely on wire transfers, couriers and overnight mail _ to send stashes of cash overseas to their families.","Muslim immigrants utilize these networks, which are composed of wire transfers, couriers, and overnight mail services, to transfer substantial amounts of money abroad for their families."
1,"Muslim immigrants have used the networks _ which rely on wire transfers, couriers and overnight mail _ to send stashes of cash overseas to their families.","The channels used by Muslim immigrants, including wire transfers, courier services, and overnight mail, serve as a conduit for sending large sums of money back to their relatives in other countries."
1,"Muslim immigrants have used the networks _ which rely on wire transfers, couriers and overnight mail _ to send stashes of cash overseas to their families.","Utilizing a system that encompasses wire transfers, couriers, and overnight mail, Muslim immigrants are able to remit significant amounts of money to their loved ones residing abroad."
1,"Muslim immigrants have used the networks _ which rely on wire transfers, couriers and overnight mail _ to send stashes of cash overseas to their families.","Through a network involving wire transfers, couriers, and overnight mail, Muslim immigrants are able to send considerable financial support to their families living in other countries."
1,"Muslim immigrants have used the networks _ which rely on wire transfers, couriers and overnight mail _ to send stashes of cash overseas to their families.","By leveraging a network of wire transfers, couriers, and overnight mail services, Muslim immigrants are able to transfer substantial financial resources back to their families abroad."
1,"Also arrested Friday was Claudia Carrizales de Villa, 34, a Mexican citizen who lives in Harlingen.","Claudia Carrizales de Villa, a 34-year-old Mexican resident of Harlingen, was also taken into custody on Friday."
1,"Also arrested Friday was Claudia Carrizales de Villa, 34, a Mexican citizen who lives in Harlingen.","Additionally, Claudia Carrizales de Villa, a Mexican national residing in Harlingen, was arrested on Friday."
1,"Also arrested Friday was Claudia Carrizales de Villa, 34, a Mexican citizen who lives in Harlingen.","On Friday, Claudia Carrizales de Villa, a 34-year-old Mexican citizen residing in Harlingen, was apprehended."
1,"Also arrested Friday was Claudia Carrizales de Villa, 34, a Mexican citizen who lives in Harlingen.","Claudia Carrizales de Villa, a Mexican citizen and Harlingen resident, was arrested on Friday as well."
1,"Also arrested Friday was Claudia Carrizales de Villa, 34, a Mexican citizen who lives in Harlingen.","Alongside other individuals, Claudia Carrizales de Villa, a 34-year-old Mexican national and Harlingen resident, was detained on Friday."
1,"Also arrested Friday was Claudia Carrizales de Villa, 34, a citizen of Mexico residing in the border city of Harlingen, Texas.","Claudia Carrizales de Villa, a Mexican citizen living in Harlingen, Texas, was also apprehended on Friday."
1,"Also arrested Friday was Claudia Carrizales de Villa, 34, a citizen of Mexico residing in the border city of Harlingen, Texas.","Another individual arrested on Friday was Claudia Carrizales de Villa, a Mexican national residing in Harlingen, Texas."
1,"Also arrested Friday was Claudia Carrizales de Villa, 34, a citizen of Mexico residing in the border city of Harlingen, Texas.","Claudia Carrizales de Villa, a resident of Harlingen, Texas, was taken into custody on Friday in addition to others."
1,"Also arrested Friday was Claudia Carrizales de Villa, 34, a citizen of Mexico residing in the border city of Harlingen, Texas.","A Mexican citizen named Claudia Carrizales de Villa, who resides in Harlingen, Texas, was among those arrested on Friday."
1,"Also arrested Friday was Claudia Carrizales de Villa, 34, a citizen of Mexico residing in the border city of Harlingen, Texas.","Claudia Carrizales de Villa, a Harlingen, Texas resident and Mexican national, was arrested alongside others on Friday."
1,"""We condemn the Governing Council headed by the United States,"" Muqtada al Sadr said in a sermon at a mosque.",Muqtada al Sadr denounced the United States-led Governing Council in a mosque sermon.
1,"""We condemn the Governing Council headed by the United States,"" Muqtada al Sadr said in a sermon at a mosque.","Muqtada al Sadr condemned the authority of the Governing Council, which is headed by the United States."
1,"""We condemn the Governing Council headed by the United States,"" Muqtada al Sadr said in a sermon at a mosque.",Muqtada al Sadr criticized the United States in a sermon delivered at a mosque.
1,"""We condemn the Governing Council headed by the United States,"" Muqtada al Sadr said in a sermon at a mosque.","In a mosque sermon, Muqtada al Sadr denounced the leadership of the United States in the Governing Council."
1,"""We condemn the Governing Council headed by the United States,"" Muqtada al Sadr said in a sermon at a mosque.",Muqtada al Sadr expressed his disapproval of the United States-led Governing Council in a mosque speech.
1,"""We condemn and denounce the Governing Council, which is headed by the United States,"" Moqtada al-Sadr said.","Moqtada al-Sadr vehemently rejects the authority of the Governing Council, which is led by the United States."
1,"""We condemn and denounce the Governing Council, which is headed by the United States,"" Moqtada al-Sadr said.","Moqtada al-Sadr strongly condemns the Governing Council, emphasizing its ties to the United States."
1,"""We condemn and denounce the Governing Council, which is headed by the United States,"" Moqtada al-Sadr said.","The Governing Council, chaired by the United States, is vehemently opposed by Moqtada al-Sadr."
1,"""We condemn and denounce the Governing Council, which is headed by the United States,"" Moqtada al-Sadr said.","Moqtada al-Sadr categorically denounces the Governing Council, whose head is the United States."
1,"""We condemn and denounce the Governing Council, which is headed by the United States,"" Moqtada al-Sadr said.","Moqtada al-Sadr openly criticizes the Governing Council, highlighting its leadership by the United States."
1,"Mrs Boncyk's husband, Wayne, had taken the family car to work, so his wife and children had to ride with neighbours.","As a result of Wayne's husband taking the family car to work, Mrs Boncyk and her children had to rely on their neighbors for transportation."
1,"Mrs Boncyk's husband, Wayne, had taken the family car to work, so his wife and children had to ride with neighbours.",Wayne's decision to take the family car to work meant that Mrs Boncyk and the kids had to find an alternative way to get around.
1,"Mrs Boncyk's husband, Wayne, had taken the family car to work, so his wife and children had to ride with neighbours.","Because Wayne had borrowed the family car, his wife and children were left to travel with their neighbors."
1,"Mrs Boncyk's husband, Wayne, had taken the family car to work, so his wife and children had to ride with neighbours.","When Wayne took the family car to work, Mrs Boncyk and the kids were forced to use their neighbors for a ride."
1,"Mrs Boncyk's husband, Wayne, had taken the family car to work, so his wife and children had to ride with neighbours.","After taking the family car to work, Wayne's wife and children had to hitch a ride with their neighbors."
1,"Mrs. Boncyk's husband, Wayne, had taken the family's only car to work, so she and the children had to catch a ride with neighbors.","Due to her husband taking the family car to work, Mrs. Boncyk had to find alternative transportation with the help of their neighbors along with the children."
1,"Mrs. Boncyk's husband, Wayne, had taken the family's only car to work, so she and the children had to catch a ride with neighbors.",Mrs. Boncyk's husband's early departure to work left her with no choice but to accept a ride from their neighbors for herself and the kids.
1,"Mrs. Boncyk's husband, Wayne, had taken the family's only car to work, so she and the children had to catch a ride with neighbors.","As the family's only car was occupied by her husband for work, Mrs. Boncyk arranged for the children and herself to accompany their neighbors."
1,"Mrs. Boncyk's husband, Wayne, had taken the family's only car to work, so she and the children had to catch a ride with neighbors.","When her husband took the car to work, Mrs. Boncyk and the children were forced to rely on a ride from their neighbors."
1,"Mrs. Boncyk's husband, Wayne, had taken the family's only car to work, so she and the children had to catch a ride with neighbors.",Mrs. Boncyk and her children were left to seek a lift from their neighbors since her husband had taken the family's car to his workplace.
1,Ukrainian President Leonid Kuchma today cut short a visit to Latin America as a bitter border wrangle between Ukraine and Russia deteriorates further.,President Leonid Kuchma of Ukraine has abruptly ended a trip to Latin America amid escalating tensions over a contentious border dispute with Russia.
1,Ukrainian President Leonid Kuchma today cut short a visit to Latin America as a bitter border wrangle between Ukraine and Russia deteriorates further.,Ukrainian President Leonid Kuchma unexpectedly truncated a scheduled visit to Latin America as a long-standing border conflict with Russia worsened.
1,Ukrainian President Leonid Kuchma today cut short a visit to Latin America as a bitter border wrangle between Ukraine and Russia deteriorates further.,"In a sudden move, Ukrainian President Leonid Kuchma returned from Latin America early, amid a deepening dispute with Russia over their shared border."
1,Ukrainian President Leonid Kuchma today cut short a visit to Latin America as a bitter border wrangle between Ukraine and Russia deteriorates further.,Ukrainian President Leonid Kuchma has curtailed his visit to Latin America in response to a deteriorating situation on the border with Russia.
1,Ukrainian President Leonid Kuchma today cut short a visit to Latin America as a bitter border wrangle between Ukraine and Russia deteriorates further.,Ukraine's President Leonid Kuchma has cut short his Latin America trip due to a worsening border dispute with Russia that is causing increasing concern.
1,The dispute has led Ukrainian president Leonid Kuchma to cut short a state visit to Latin America.,Ukrainian President Leonid Kuchma has shortened his state visit to Latin America due to the ongoing dispute.
1,The dispute has led Ukrainian president Leonid Kuchma to cut short a state visit to Latin America.,A controversy has prompted Ukrainian President Leonid Kuchma to abruptly end his official visit to Latin America.
1,The dispute has led Ukrainian president Leonid Kuchma to cut short a state visit to Latin America.,The dispute has forced Ukrainian President Leonid Kuchma to cut short his tour of Latin America.
1,The dispute has led Ukrainian president Leonid Kuchma to cut short a state visit to Latin America.,President Leonid Kuchma has cut short his Latin American tour following a disagreement that has arisen in Ukraine.
1,The dispute has led Ukrainian president Leonid Kuchma to cut short a state visit to Latin America.,Ukrainian President Leonid Kuchma's state visit to Latin America has been curtailed due to a contentious issue back home.
1,"For the weekend, the top 12 movies grossed $157.1 million, up 52 percent from the same weekend a year earlier.","Over the weekend, the top 12 films collectively earned $157.1 million, demonstrating a 52 percent increase from the same weekend the previous year."
1,"For the weekend, the top 12 movies grossed $157.1 million, up 52 percent from the same weekend a year earlier.","During the most recent weekend, the top 12 movies collectively pulled in $157.1 million, a significant 52 percent rise from the same weekend last year."
1,"For the weekend, the top 12 movies grossed $157.1 million, up 52 percent from the same weekend a year earlier.","This weekend, the top 12 movies generated a substantial $157.1 million in revenue, marking a 52 percent surge from the previous year's corresponding weekend."
1,"For the weekend, the top 12 movies grossed $157.1 million, up 52 percent from the same weekend a year earlier.","The top 12 films at the box office raked in $157.1 million over the weekend, a substantial 52 percent jump from the same weekend the year before."
1,"For the weekend, the top 12 movies grossed $157.1 million, up 52 percent from the same weekend a year earlier.","Last weekend, the top 12 movies earned a total of $157.1 million, a 52 percent increase from the same period a year ago."
1,"The overall box office soared, with the top 12 movies grossing $157.1 million, up 52 percent from a year ago.","Box office revenues skyrocketed with the top films earning a combined total of $157.1 million, amounting to a 52 percent increase from the previous year."
1,"The overall box office soared, with the top 12 movies grossing $157.1 million, up 52 percent from a year ago.","The box office saw a significant surge, with the top 12 movies collectively raking in $157.1 million, marking a 52 percent rise in comparison to the same period last year."
1,"The overall box office soared, with the top 12 movies grossing $157.1 million, up 52 percent from a year ago.","The top-grossing films broke all records, amassing a total of $157.1 million and boasting a whopping 52 percent increase over the previous year's earnings."
1,"The overall box office soared, with the top 12 movies grossing $157.1 million, up 52 percent from a year ago.","A total of 157.1 million dollars was generated by the top 12 movies, representing a 52 percent jump from the same time the year before."
1,"The overall box office soared, with the top 12 movies grossing $157.1 million, up 52 percent from a year ago.","The box office experienced a substantial boost, with the top 12 films generating a combined $157.1 million, a 52 percent increase from the same period in the previous year."
1,Platinum prices soared to 23-year highs earlier this year after President Bush (news - web sites) proposed investing $1.2 billion for research on fuel cell-powered vehicles.,Platinum values reached an all-time high last year due to President Bush's initiative to allocate significant funds for fuel cell vehicle research.
1,Platinum prices soared to 23-year highs earlier this year after President Bush (news - web sites) proposed investing $1.2 billion for research on fuel cell-powered vehicles.,"This year, platinum prices surged to a 23-year record level as a result of a multimillion-dollar research proposal by President Bush on fuel cell vehicles."
1,Platinum prices soared to 23-year highs earlier this year after President Bush (news - web sites) proposed investing $1.2 billion for research on fuel cell-powered vehicles.,"Earlier this year, platinum prices skyrocketed to their highest point in 23 years after President Bush unveiled a $1.2 billion plan to develop fuel cell technology."
1,Platinum prices soared to 23-year highs earlier this year after President Bush (news - web sites) proposed investing $1.2 billion for research on fuel cell-powered vehicles.,President Bush's call to invest in fuel cell research led to a sharp increase in platinum prices to a 23-year high earlier this year.
1,Platinum prices soared to 23-year highs earlier this year after President Bush (news - web sites) proposed investing $1.2 billion for research on fuel cell-powered vehicles.,The price of platinum jumped to a 23-year record high after President Bush's announcement to fund research on fuel cell-powered vehicles.
1,Platinum prices soared to 23-year highs earlier this year after U.S. President George W. Bush proposed investing $1.2 billion for research on fuel cell-powered vehicles.,Prices of platinum skyrocketed to unprecedented levels just recently following a call by U.S. President George W. Bush to allocate funds for researching vehicles that run on fuel cells.
1,Platinum prices soared to 23-year highs earlier this year after U.S. President George W. Bush proposed investing $1.2 billion for research on fuel cell-powered vehicles.,"In a recent development, the price of platinum shot up to a 23-year record high after U.S. President George W. Bush suggested allocating $1.2 billion for research into fuel cell-powered vehicles."
1,Platinum prices soared to 23-year highs earlier this year after U.S. President George W. Bush proposed investing $1.2 billion for research on fuel cell-powered vehicles.,The cost of platinum reached a 23-year peak earlier this year after U.S. President George W. Bush proposed investing in research and development of fuel cell-powered vehicles.
1,Platinum prices soared to 23-year highs earlier this year after U.S. President George W. Bush proposed investing $1.2 billion for research on fuel cell-powered vehicles.,"Following an announcement by U.S. President George W. Bush to allocate $1.2 billion for research into fuel cell technology, platinum prices surged to a 23-year high."
1,Platinum prices soared to 23-year highs earlier this year after U.S. President George W. Bush proposed investing $1.2 billion for research on fuel cell-powered vehicles.,U.S. President George W. Bush's proposal to invest $1.2 billion in research on fuel cell-powered vehicles led to a sharp increase in platinum prices to a 23-year record high this year.
1,"Friday, Stanford (47-15) blanked the Gamecocks 8-0.",Stanford dominated the Gamecocks in a shutout victory on Friday.
1,"Friday, Stanford (47-15) blanked the Gamecocks 8-0.",Stanford's strong pitching led to a 8-0 win against the Gamecocks.
1,"Friday, Stanford (47-15) blanked the Gamecocks 8-0.","On Friday, Stanford's impressive performance resulted in a 8-0 defeat for the Gamecocks."
1,"Friday, Stanford (47-15) blanked the Gamecocks 8-0.",The Stanford team emerged victorious over the Gamecocks in a scoreless contest on Friday.
1,"Friday, Stanford (47-15) blanked the Gamecocks 8-0.",Stanford's 47th win of the season came at the expense of a shutout loss for the Gamecocks.
1,Stanford (46-15) has a team full of such players this season.,The Cardinal has boasted a strong roster this year with numerous talented players.
1,Stanford (46-15) has a team full of such players this season.,Stanford's squad is filled with standout performers who have led the team to success.
1,Stanford (46-15) has a team full of such players this season.,"This season, Stanford has been well-equipped with a deep bench of skilled athletes."
1,Stanford (46-15) has a team full of such players this season.,The Stanford team features a diverse group of players who have made significant contributions.
1,Stanford (46-15) has a team full of such players this season.,The Cardinal's lineup is comprised of a multitude of players who have made a lasting impact.
1,"""Nobody really knows what happened except me and that guard,"" Kaye said, ""and I can assure you that what he said happened didn't happen.""","Only Kaye and the guard have a clear understanding of what transpired, but Kaye is adamant that the guard's account is entirely inaccurate."
1,"""Nobody really knows what happened except me and that guard,"" Kaye said, ""and I can assure you that what he said happened didn't happen.""","Kaye revealed that the guard and she are the only ones privy to the truth, and she confidently disputed his version of events."
1,"""Nobody really knows what happened except me and that guard,"" Kaye said, ""and I can assure you that what he said happened didn't happen.""","Kaye stated that she and the guard were the sole witnesses to the incident, and she categorically denied the guard's claims."
1,"""Nobody really knows what happened except me and that guard,"" Kaye said, ""and I can assure you that what he said happened didn't happen.""","The guard and Kaye are the only ones who genuinely comprehend what occurred, but Kaye unequivocally contradicted the guard's narrative."
1,"""Nobody really knows what happened except me and that guard,"" Kaye said, ""and I can assure you that what he said happened didn't happen.""","Kaye emphasized that only she and the guard are aware of the facts, and she refuted the guard's assertion with absolute certainty."
1,"""Nobody really knows what happened there except for me and the guard, and I can assure you that what he said happened didn't happen,"" Kaye said.","Only I and the guard were aware of the events that transpired at that location, and I can confirm that the guard's account was entirely fabricated."
1,"""Nobody really knows what happened there except for me and the guard, and I can assure you that what he said happened didn't happen,"" Kaye said.","What occurred in that place remains a mystery to everyone, including me, except for the guard, and I can confidently attest that his story was a fabrication."
1,"""Nobody really knows what happened there except for me and the guard, and I can assure you that what he said happened didn't happen,"" Kaye said.","To this day, the incident at that location remains shrouded in secrecy, known only to the guard and me, and I can assure you that his version of events was entirely untrue."
1,"""Nobody really knows what happened there except for me and the guard, and I can assure you that what he said happened didn't happen,"" Kaye said.","The truth about what happened at that location is unknown to everyone, except for me and the guard, and I can confidently say that the guard's account was nothing more than a fabrication."
1,"""Nobody really knows what happened there except for me and the guard, and I can assure you that what he said happened didn't happen,"" Kaye said.","I was the only one who witnessed the events that took place at that location, along with the guard, and I can confirm that his story was entirely fabricated and did not reflect the actual events."
1,Shares of Corixa fell 12 cents to $6.88 as of 3:59 p.m.,Corixa stock dropped 12 cents to $6.88 by 3:59 p.m.
1,Shares of Corixa fell 12 cents to $6.88 as of 3:59 p.m.,Corixa shares declined to $6.88 after a 12-cent drop.
1,Shares of Corixa fell 12 cents to $6.88 as of 3:59 p.m.,"At 3:59 p.m., Corixa's stock price slipped to $6.88."
